"","Practice.Code","Volume","Cost","ID","Cluster"
"4675","J81081",1768288,183709.21551,4675,1
"4676","J81082",957811,95917.29066,4676,1
"4677","J81083",369563,38856.49171,4677,1
"4678","J81086",574166,55275.4593,4678,1
"4679","J81087",824947,94173.53108,4679,1
"4680","J81090",497933,45617.73177,4680,1
"4681","J81609",454898,44105.88926,4681,1
"4682","J81612",214663,25322.00765,4682,1
"4683","J81613",645442,57623.01272,4683,1
"4684","J81616",405611,48946.82442,4684,1
"4685","J81620",924020,95741.30462,4685,1
"4686","J81621",613954,60605.536,4686,1
"4687","J81623",222825,14618.66682,4687,1
"4688","J81624",185941,24361.1499,4688,1
"4689","J81625",809820,82347.38327,4689,1
"4690","J81626",509738,56050.18141,4690,1
"4691","J81628",315358,34339.6946,4691,1
"4692","J81631",301964,27365.27596,4692,1
"4693","J81632",446506,46501.13155,4693,1
"4694","J81633",499660,46653.15977,4694,1
"4695","J81634",1125676,102159.46607,4695,1
"4696","J81637",723237,75044.60623,4696,1
"4697","J81640",298659,37052.99182,4697,1
"4698","J81644",408151,34542.50542,4698,1
"4699","J81645",336121,25075.38233,4699,1
"4700","J81646",604471,62078.74501,4700,1
"4701","J81647",322797,26106.93221,4701,1
"4702","J81648",466991,44683.20587,4702,1
"4703","J81653",13498,2257.21254,4703,1
"4704","J81656",5612,545.76012,4704,1
"4705","J82001",798122,80655.20518,4705,1
"4706","J82002",1673595,150722.85981,4706,1
"4707","J82004",709909,59191.26219,4707,1
"4708","J82005",483724,52205.44525,4708,1
"4709","J82006",1129184,118523.42652,4709,1
"4710","J82007",2037481,229817.39272,4710,1
"4711","J82008",1154250,116523.76389,4711,1
"4712","J82009",1841307,176191.53048,4712,1
"4713","J82010",2451613,243235.1441,4713,1
"4714","J82012",1110583,129658.57138,4714,1
"4715","J82015",803122,86989.8241,4715,1
"4716","J82016",1047976,112614.27702,4716,1
"4717","J82017",1615218,183038.75458,4717,1
"4718","J82018",2231089,202609.1419,4718,1
"4719","J82019",1037936,94458.44497,4719,1
"4720","J82020",688663,84943.9486,4720,1
"4721","J82021",1511586,151896.83211,4721,1
"4722","J82022",1525965,170609.56657,4722,1
"4723","J82023",965617,115091.64331,4723,1
"4724","J82024",365957,31542.47556,4724,1
"4725","J82025",1253487,132702.1126,4725,1
"4726","J82026",2167961,232260.41204,4726,1
"4727","J82027",783575,93858.10739,4727,1
"4728","J82028",1368031,126135.97027,4728,1
"4729","J82029",1520305,154917.43582,4729,1
"4730","J82030",809819,85434.4592,4730,1
"4731","J82032",541059,48403.79519,4731,1
"4732","J82033",1192464,106441.31291,4732,1
"4733","J82034",1691343,173669.67476,4733,1
"4734","J82035",2012771,221209.03096,4734,1
"4735","J82036",388166,37632.03716,4735,1
"4736","J82038",677359,65973.33013,4736,1
"4737","J82039",1704443,174788.33726,4737,1
"4738","J82040",1261558,122301.94653,4738,1
"4739","J82041",1220937,107904.74769,4739,1
"4740","J82042",1535802,173069.45048,4740,1
"4741","J82044",907632,114384.44644,4741,1
"4742","J82046",1257683,142744.17078,4742,1
"4743","J82049",989089,110047.27785,4743,1
"4744","J82050",1426689,162560.72972,4744,1
"4745","J82051",1897787,166544.83019,4745,1
"4746","J82052",1066752,132702.34113,4746,1
"4747","J82053",890692,111084.01342,4747,1
"4748","J82054",761180,76556.09075,4748,1
"4749","J82055",627767,63154.84615,4749,1
"4750","J82056",3000447,336364.78897,4750,1
"4751","J82058",1259452,139922.44287,4751,1
"4752","J82059",780687,94690.28278,4752,1
"4753","J82060",1343707,111340.94386,4753,1
"4754","J82061",1521059,125575.69729,4754,1
"4755","J82062",2261728,172474.70653,4755,1
"4756","J82063",1461994,140955.60206,4756,1
"4757","J82064",1425069,176276.35079,4757,1
"4758","J82065",1291172,142263.40731,4758,1
"4759","J82066",1727489,166552.22778,4759,1
"4760","J82067",1094174,119322.05284,4760,1
"4761","J82069",2158851,237582.66373,4761,1
"4762","J82071",860735,90687.28517,4762,1
"4763","J82072",1293136,132288.15028,4763,1
"4764","J82073",930121,98068.8869,4764,1
"4765","J82074",1706043,168565.77746,4765,1
"4766","J82075",797980,90854.00195,4766,1
"4767","J82076",1410648,131394.13165,4767,1
"4768","J82077",1563923,144489.22831,4768,1
"4769","J82079",736778,73239.68075,4769,1
"4770","J82080",369261,36768.8925,4770,1
"4771","J82081",1502767,132508.6567,4771,1
"4772","J82082",1090175,114713.98699,4772,1
"4773","J82083",1263347,140145.62046,4773,1
"4774","J82084",550747,64999.18416,4774,1
"4775","J82085",2169106,208006.13035,4775,1
"4776","J82086",599223,58538.25976,4776,1
"4777","J82087",877152,95028.35307,4777,1
"4778","J82088",1284576,123778.38448,4778,1
"4779","J82089",2003382,165514.80406,4779,1
"4780","J82090",1473570,168423.82128,4780,1
"4781","J82091",993461,113057.47829,4781,1
"4782","J82092",972548,99585.1924,4782,1
"4783","J82093",1026757,104173.42775,4783,1
"4784","J82094",2598497,283859.39855,4784,1
"4785","J82096",51550,4937.58335,4785,1
"4786","J82097",1598873,176607.64362,4786,1
"4787","J82098",1203966,137177.36221,4787,1
"4788","J82099",1296032,140532.82918,4788,1
"4789","J82100",1463764,142791.95109,4789,1
"4790","J82101",1887116,174923.52319,4790,1
"4791","J82102",1778623,174802.89362,4791,1
"4792","J82103",1357636,152152.6199,4792,1
"4793","J82104",2188950,201384.36137,4793,1
"4794","J82106",569876,73678.39829,4794,1
"4795","J82110",1364473,155827.86542,4795,1
"4796","J82112",1724855,170155.19186,4796,1
"4797","J82113",1310053,142282.14523,4797,1
"4798","J82114",1083411,122292.88976,4798,1
"4799","J82115",544495,53484.7826,4799,1
"4800","J82116",798048,112448.49606,4800,1
"4801","J82117",1583875,157291.78948,4801,1
"4802","J82119",1076548,118299.08597,4802,1
"4803","J82120",1031434,121141.64015,4803,1
"4804","J82121",1299463,99314.36682,4804,1
"4805","J82122",1332295,122141.04161,4805,1
"4806","J82123",1490667,167444.80239,4806,1
"4807","J82124",1049556,111975.1529,4807,1
"4808","J82125",1078770,118021.10945,4808,1
"4809","J82126",663460,48927.31076,4809,1
"4810","J82127",1345353,140971.91068,4810,1
"4811","J82128",1201852,115227.8761,4811,1
"4812","J82129",1073495,99452.00437,4812,1
"4813","J82130",1971276,217329.90615,4813,1
"4814","J82131",1856078,188540.09054,4814,1
"4815","J82132",2024704,195526.22074,4815,1
"4816","J82133",611701,73302.91409,4816,1
"4817","J82134",3107518,292857.20744,4817,1
"4818","J82135",1385839,132160.17809,4818,1
"4819","J82136",1197388,106905.21054,4819,1
"4820","J82138",1570101,185000.12249,4820,1
"4821","J82139",2365270,263579.30079,4821,1
"4822","J82141",2076383,181497.62182,4822,1
"4823","J82142",566519,67234.2148,4823,1
"4824","J82143",1578506,168562.7297,4824,1
"4825","J82144",3006639,295869.82199,4825,1
"4826","J82145",2443967,254006.64547,4826,1
"4827","J82146",826023,77668.16615,4827,1
"4828","J82147",799480,90471.13299,4828,1
"4829","J82149",1212707,119333.7738,4829,1
"4830","J82150",1686739,173573.73252,4830,1
"4831","J82151",596138,61486.84829,4831,1
"4832","J82152",1124742,128563.11622,4832,1
"4833","J82154",2468977,227388.51084,4833,1
"4834","J82155",4894680,445780.65384,4834,1
"4835","J82156",696189,95911.50753,4835,1
"4836","J82157",1742351,174584.81967,4836,1
"4837","J82161",1082101,131315.87505,4837,1
"4838","J82163",1126809,127512.90353,4838,1
"4839","J82164",1359820,129496.49348,4839,1
"4840","J82165",689591,65514.48128,4840,1
"4841","J82166",2002515,200588.55898,4841,1
"4842","J82167",12135,690.4742,4842,1
"4843","J82168",807980,73287.34329,4843,1
"4844","J82169",567947,56746.10397,4844,1
"4845","J82171",913198,99835.2691,4845,1
"4846","J82174",1184801,146003.03732,4846,1
"4847","J82175",932683,72930.42587,4847,1
"4848","J82177",271137,26178.16951,4848,1
"4849","J82178",843702,81302.20607,4849,1
"4850","J82180",568920,57351.15365,4850,1
"4851","J82181",924988,95524.20863,4851,1
"4852","J82182",575027,60443.57256,4852,1
"4853","J82183",594607,53035.94586,4853,1
"4854","J82184",406047,42643.08213,4854,1
"4855","J82186",56,3.65211,4855,1
"4856","J82187",996930,101259.82456,4856,1
"4857","J82188",338329,39757.56,4857,1
"4858","J82190",875275,89815.12064,4858,1
"4859","J82191",273999,28766.79045,4859,1
"4860","J82192",1488767,132831.52085,4860,1
"4861","J82194",716943,79771.09599,4861,1
"4862","J82195",534107,60041.07458,4862,1
"4863","J82196",1671019,166668.60369,4863,1
"4864","J82197",465078,47321.8313,4864,1
"4865","J82198",585392,36803.93944,4865,1
"4866","J82199",278065,31356.7791,4866,1
"4867","J82201",660923,76197.5567,4867,1
"4868","J82203",640021,68024.59306,4868,1
"4869","J82206",424349,45922.25213,4869,1
"4870","J82207",907689,76696.487,4870,1
"4871","J82208",625289,62912.76496,4871,1
"4872","J82210",1460355,168781.25807,4872,1
"4873","J82212",473452,51881.03245,4873,1
"4874","J82213",480717,51708.87188,4874,1
"4875","J82214",597555,74269.97333,4875,1
"4876","J82215",864425,100206.63021,4876,1
"4877","J82216",1637932,149602.12899,4877,1
"4878","J82217",22759,3932.74896,4878,1
"4879","J82218",841456,89076.84733,4879,1
"4880","J82220",472710,47187.21598,4880,1
"4881","J82605",435433,25481.12681,4881,1
"4882","J82609",610818,58850.51425,4882,1
"4883","J82619",587031,61955.0685,4883,1
"4884","J82622",1252366,120825.47256,4884,1
"4885","J82625",412033,42552.20641,4885,1
"4886","J82628",391922,45246.75105,4886,1
"4887","J82629",220568,25816.9791,4887,1
"4888","J82630",351710,44502.55147,4888,1
"4889","J82631",253024,29775.2971,4889,1
"4890","J82633",1077622,96355.3013,4890,1
"4891","J82639",479627,51678.63845,4891,1
"4892","J82640",542116,56474.93748,4892,1
"4893","J82646",616707,61891.76315,4893,1
"4894","J82648",591167,67387.76855,4894,1
"4895","J82650",414014,40093.14096,4895,1
"4896","J82663",275715,29668.72744,4896,1
"4897","J82669",840219,84096.94485,4897,1
"4898","J82674",2230,433.4618,4898,1
"4899","J82685",394,305.19359,4899,1
"4900","J82688",736556,75743.23569,4900,1
"4901","J83001",2113060,189789.62194,4901,1
"4902","J83002",1766902,151306.14558,4902,1
"4903","J83003",1566628,150557.34613,4903,1
"4904","J83004",1471656,93250.56979,4904,1
"4905","J83005",1190377,120149.45495,4905,1
"4906","J83006",1243203,131803.94175,4906,1
"4907","J83007",1682041,174690.29699,4907,1
"4908","J83008",2114646,211152.84651,4908,1
"4909","J83009",2121190,164452.96833,4909,1
"4910","J83010",1472197,141795.09608,4910,1
"4911","J83011",2235693,225447.43413,4911,1
"4912","J83013",994562,89538.7607,4912,1
"4913","J83014",1141800,131519.39663,4913,1
"4914","J83016",1655311,155132.7586,4914,1
"4915","J83017",979642,90855.41055,4915,1
"4916","J83018",1812690,207419.39077,4916,1
"4917","J83019",1542560,160266.95456,4917,1
"4918","J83020",944194,104216.04386,4918,1
"4919","J83021",2115070,215854.33581,4919,1
"4920","J83022",588678,69770.31701,4920,1
"4921","J83023",569176,62417.56716,4921,1
"4922","J83024",1370243,124359.82971,4922,1
"4923","J83025",599314,69778.69782,4923,1
"4924","J83026",1146491,111661.5114,4924,1
"4925","J83027",2163114,185475.74407,4925,1
"4926","J83028",1035453,119261.51308,4926,1
"4927","J83029",1144807,114136.33849,4927,1
"4928","J83030",2816333,276699.60434,4928,1
"4929","J83031",1746369,152373.38564,4929,1
"4930","J83032",1366710,112628.24985,4930,1
"4931","J83033",1060343,103097.86849,4931,1
"4932","J83034",1048040,102522.25852,4932,1
"4933","J83035",2505961,232377.5202,4933,1
"4934","J83036",1253147,129489.86114,4934,1
"4935","J83037",1511437,140422.24919,4935,1
"4936","J83038",1490904,122553.4225,4936,1
"4937","J83039",1436205,137632.01001,4937,1
"4938","J83040",2557610,245944.08945,4938,1
"4939","J83041",2116939,211838.75998,4939,1
"4940","J83042",1711927,190835.46704,4940,1
"4941","J83043",788950,89284.19272,4941,1
"4942","J83044",779160,65565.26359,4942,1
"4943","J83045",788103,94418.37071,4943,1
"4944","J83046",1282116,126547.96009,4944,1
"4945","J83047",1177064,99212.24781,4945,1
"4946","J83048",641966,67150.79722,4946,1
"4947","J83049",1388733,132810.6269,4947,1
"4948","J83050",937654,95896.75461,4948,1
"4949","J83052",557768,56985.91094,4949,1
"4950","J83053",664264,80419.64594,4950,1
"4951","J83054",667252,54385.74928,4951,1
"4952","J83055",1298425,129193.63272,4952,1
"4953","J83056",498036,56820.58839,4953,1
"4954","J83057",1706991,158468.92257,4954,1
"4955","J83058",373440,37433.64011,4955,1
"4956","J83059",1188425,105201.1149,4956,1
"4957","J83060",553572,57932.44363,4957,1
"4958","J83062",541352,52380.56824,4958,1
"4959","J83063",919580,91179.10573,4959,1
"4960","J83064",1104071,109942.17307,4960,1
"4961","J83601",303830,36685.6317,4961,1
"4962","J83603",454172,48672.08805,4962,1
"4963","J83609",354681,39889.41529,4963,1
"4964","J83615",299534,43051.14302,4964,1
"4965","J83618",254999,25589.53755,4965,1
"4966","J83619",190250,18378.21153,4966,1
"4967","J83625",846126,88117.12276,4967,1
"4968","J83629",228582,28240.25903,4968,1
"4969","J83630",193133,19121.15768,4969,1
"4970","J83632",459187,40278.07685,4970,1
"4971","J83633",792461,73687.09032,4971,1
"4972","J83636",569266,61754.14745,4972,1
"4973","J83642",513930,44452.35043,4973,1
"4974","J83643",282117,30015.42257,4974,1
"4975","J83644",292959,30998.14363,4975,1
"4976","J83645",494759,56014.07842,4976,1
"4977","J83646",793130,72214.76178,4977,1
"4978","J83647",510,456.5713,4978,1
"4979","J83649",409513,34215.64906,4979,1
"4980","J84003",579825,61755.6347,4980,1
"4981","J84004",1024157,112070.42562,4981,1
"4982","J84005",1293553,140623.95078,4982,1
"4983","J84007",648386,77092.9214,4983,1
"4984","J84008",413331,44976.88022,4984,1
"4985","J84010",1696183,154791.35259,4985,1
"4986","J84011",1461332,141060.93357,4986,1
"4987","J84012",1460279,141481.75507,4987,1
"4988","J84013",1858506,179079.38369,4988,1
"4989","J84014",1486539,157677.79991,4989,1
"4990","J84015",1765696,188033.01021,4990,1
"4991","J84016",771962,96802.81057,4991,1
"4992","J84017",1642500,129302.27926,4992,1
"4993","J84018",528678,69095.2334,4993,1
"4994","J84019",1914996,193012.52949,4994,1
"4995","J84020",807939,62940.83697,4995,1
"4996","J84602",352107,32268.4224,4996,1
"4997","J84606",4414,51.16736,4997,1
"4998","K81001",1204647,112922.84623,4998,1
"4999","K81002",1136207,107491.05214,4999,1
"5000","K81003",1378408,133403.95243,5000,1
"5001","K81004",1716584,139647.12978,5001,1
"5002","K81005",495601,40082.14278,5002,1
"5003","K81006",1890636,203400.25834,5003,1
"5004","K81007",430663,46630.51086,5004,1
"5005","K81010",579038,57506.05208,5005,1
"5006","K81012",971100,106075.61974,5006,1
"5007","K81014",1359276,151806.23163,5007,1
"5008","K81015",262434,32804.11331,5008,1
"5009","K81017",1696937,168571.2446,5009,1
"5010","K81018",1033396,90676.85095,5010,1
"5011","K81019",367355,27064.47617,5011,1
"5012","K81020",1923024,180223.83091,5012,1
"5013","K81021",1225888,99278.02301,5013,1
"5014","K81022",3066804,253101.72484,5014,1
"5015","K81023",804466,92898.93392,5015,1
"5016","K81024",2000545,166092.83203,5016,1
"5017","K81025",1709992,166191.34006,5017,1
"5018","K81026",881480,63242.62011,5018,1
"5019","K81027",1183545,135710.93822,5019,1
"5020","K81028",737838,81958.50312,5020,1
"5021","K81030",1863916,176287.68927,5021,1
"5022","K81032",892423,90046.76804,5022,1
"5023","K81034",1480434,93128.94296,5023,1
"5024","K81036",956453,103003.19062,5024,1
"5025","K81039",1082805,96240.93645,5025,1
"5026","K81040",1113038,104084.79049,5026,1
"5027","K81041",1005148,99723.06601,5027,1
"5028","K81042",978689,91470.95829,5028,1
"5029","K81043",1236707,113098.00341,5029,1
"5030","K81044",105010,13834.73721,5030,1
"5031","K81045",1493277,141852.06638,5031,1
"5032","K81046",646250,59751.92163,5032,1
"5033","K81047",2437818,206353.75108,5033,1
"5034","K81048",884283,68649.54351,5034,1
"5035","K81050",811212,92572.31317,5035,1
"5036","K81051",1235645,110861.4146,5036,1
"5037","K81052",602611,65189.41303,5037,1
"5038","K81055",804467,82673.70254,5038,1
"5039","K81056",692013,56046.02068,5039,1
"5040","K81057",724137,77343.02129,5040,1
"5041","K81059",991798,99293.87891,5041,1
"5042","K81060",1126728,117927.24508,5042,1
"5043","K81061",950827,85332.28072,5043,1
"5044","K81062",1358326,143200.35603,5044,1
"5045","K81063",1126055,110270.21714,5045,1
"5046","K81065",545171,46494.05366,5046,1
"5047","K81066",1566720,125906.37382,5047,1
"5048","K81067",2404859,147355.42623,5048,1
"5049","K81068",765315,89569.91067,5049,1
"5050","K81069",1756664,174930.65656,5050,1
"5051","K81070",1224149,110220.49741,5051,1
"5052","K81072",209995,14798.43883,5052,1
"5053","K81073",2148665,221473.00333,5053,1
"5054","K81074",847958,96263.05251,5054,1
"5055","K81075",2369450,237491.35374,5055,1
"5056","K81076",1003981,97572.84322,5056,1
"5057","K81077",1179865,118551.2979,5057,1
"5058","K81078",1261676,126466.93962,5058,1
"5059","K81080",546471,59225.91195,5059,1
"5060","K81081",140985,16008.64159,5060,1
"5061","K81082",1322077,110564.92477,5061,1
"5062","K81083",1951296,123027.34664,5062,1
"5063","K81084",481251,58324.56077,5063,1
"5064","K81085",962731,65428.28906,5064,1
"5065","K81086",1316821,93817.57584,5065,1
"5066","K81087",479667,48826.01013,5066,1
"5067","K81089",429761,33054.78968,5067,1
"5068","K81092",921216,96147.60158,5068,1
"5069","K81094",261167,31059.16192,5069,1
"5070","K81097",571355,58022.18089,5070,1
"5071","K81100",344967,32700.41953,5071,1
"5072","K81101",698590,72208.20279,5072,1
"5073","K81102",841146,94760.69283,5073,1
"5074","K81103",640510,87287.65134,5074,1
"5075","K81605",757549,70933.84681,5075,1
"5076","K81607",609342,36324.63154,5076,1
"5077","K81608",663373,48619.08507,5077,1
"5078","K81610",928659,96193.14334,5078,1
"5079","K81613",407033,33955.8286,5079,1
"5080","K81616",537066,36004.01292,5080,1
"5081","K81622",128332,13059.11235,5081,1
"5082","K81630",1352484,120768.93325,5082,1
"5083","K81633",1015535,69930.9386,5083,1
"5084","K81636",482043,50787.41407,5084,1
"5085","K81638",303877,19249.0998,5085,1
"5086","K81640",167254,14326.95499,5086,1
"5087","K81644",1558505,130980.97421,5087,1
"5088","K81645",532533,35121.93557,5088,1
"5089","K81647",98984,12040.85955,5089,1
"5090","K81651",775416,62842.35514,5090,1
"5091","K81655",319885,29746.28889,5091,1
"5092","K81656",372100,39510.21504,5092,1
"5093","K81657",225104,22551.53253,5093,1
"5094","K81658",1143,241.73369,5094,1
"5095","K81663",357,24.64392,5095,1
"5096","K81666",733,141.4392,5096,1
"5097","K81667",379675,34318.01413,5097,1
"5098","K82001",907757,99931.79054,5098,1
"5099","K82003",2119753,161005.60633,5099,1
"5100","K82004",1002191,103423.40927,5100,1
"5101","K82005",644721,65779.49744,5101,1
"5102","K82006",993598,90794.53354,5102,1
"5103","K82007",1632853,156087.78526,5103,1
"5104","K82008",1072385,100887.1759,5104,1
"5105","K82009",1579901,130911.2117,5105,1
"5106","K82010",846552,76489.21643,5106,1
"5107","K82011",578238,60784.22852,5107,1
"5108","K82012",567664,57590.81295,5108,1
"5109","K82013",2207490,187179.42615,5109,1
"5110","K82014",490411,42488.00993,5110,1
"5111","K82015",1302289,115748.54593,5111,1
"5112","K82016",2132603,188544.68762,5112,1
"5113","K82017",1092874,94746.55248,5113,1
"5114","K82018",1498054,133649.3092,5114,1
"5115","K82019",2054082,167681.78071,5115,1
"5116","K82020",1026409,103558.75584,5116,1
"5117","K82021",1507366,165240.59001,5117,1
"5118","K82022",976894,91082.04071,5118,1
"5119","K82023",2277996,254319.67122,5119,1
"5120","K82024",1133843,101797.50245,5120,1
"5121","K82025",1777287,141606.01078,5121,1
"5122","K82026",1850576,144951.88006,5122,1
"5123","K82027",756330,68540.77961,5123,1
"5124","K82028",972061,88232.87652,5124,1
"5125","K82029",924752,109424.95977,5125,1
"5126","K82030",864587,91779.42627,5126,1
"5127","K82031",666418,51972.37422,5127,1
"5128","K82032",1747045,134943.82477,5128,1
"5129","K82033",1992371,173965.94346,5129,1
"5130","K82034",870450,95106.48895,5130,1
"5131","K82035",252321,30300.19209,5131,1
"5132","K82036",1024436,84211.41244,5132,1
"5133","K82037",1494255,145697.97005,5133,1
"5134","K82038",2261745,210396.52132,5134,1
"5135","K82039",1263788,116954.8887,5135,1
"5136","K82040",1514074,144462.18081,5136,1
"5137","K82042",398244,43638.53672,5137,1
"5138","K82043",934378,105872.21675,5138,1
"5139","K82044",1016379,87212.70298,5139,1
"5140","K82045",419911,36225.87812,5140,1
"5141","K82046",1275781,133001.70447,5141,1
"5142","K82047",1010572,114736.12938,5142,1
"5143","K82048",747456,80490.51268,5143,1
"5144","K82049",1277555,126197.36925,5144,1
"5145","K82050",1215438,83398.7507,5145,1
"5146","K82051",1102280,120690.5425,5146,1
"5147","K82053",1766016,147343.71814,5147,1
"5148","K82054",2126759,158309.72426,5148,1
"5149","K82055",1086939,93627.81159,5149,1
"5150","K82057",921061,88307.39258,5150,1
"5151","K82058",525997,53820.00041,5151,1
"5152","K82059",996886,69835.19102,5152,1
"5153","K82060",414849,33075.66796,5153,1
"5154","K82061",397916,44072.4369,5154,1
"5155","K82062",272067,25094.25901,5155,1
"5156","K82064",573427,47294.94587,5156,1
"5157","K82065",1718753,147831.77135,5157,1
"5158","K82066",553017,66437.9844,5158,1
"5159","K82067",2528409,169883.94703,5159,1
"5160","K82068",523923,59705.58031,5160,1
"5161","K82069",761252,90349.10262,5161,1
"5162","K82070",464225,50334.71917,5162,1
"5163","K82073",3176968,287453.46709,5163,1
"5164","K82074",753186,52376.5256,5164,1
"5165","K82076",1324187,102279.85676,5165,1
"5166","K82078",710584,69273.09558,5166,1
"5167","K82079",707533,83148.23112,5167,1
"5168","K82603",1095376,91722.43759,5168,1
"5169","K82610",675967,61549.40999,5169,1
"5170","K82615",1018748,94742.27882,5170,1
"5171","K82617",735467,62712.67801,5171,1
"5172","K82618",245050,26631.71238,5172,1
"5173","K82621",392011,37559.04745,5173,1
"5174","K82631",1134296,97407.36731,5174,1
"5175","K82633",1222598,98401.37301,5175,1
"5176","K82634",115459,18847.22389,5176,1
"5177","K82638",159369,13677.15341,5177,1
"5178","K83002",5313697,525260.90264,5178,1
"5179","K83003",959696,105260.66302,5179,1
"5180","K83004",431877,43764.54571,5180,1
"5181","K83005",1306088,137102.76632,5181,1
"5182","K83006",1397316,130028.46927,5182,1
"5183","K83007",1389874,134597.43982,5183,1
"5184","K83008",1250933,111932.45612,5184,1
"5185","K83009",1074741,87638.58533,5185,1
"5186","K83010",1961416,194352.05065,5186,1
"5187","K83011",1574240,151550.92569,5187,1
"5188","K83012",1475597,133392.55641,5188,1
"5189","K83013",1519536,146665.39331,5189,1
"5190","K83014",1522103,148585.8127,5190,1
"5191","K83015",1708879,159717.70478,5191,1
"5192","K83017",849262,88633.02102,5192,1
"5193","K83018",892574,95972.15656,5193,1
"5194","K83019",513140,65081.40625,5194,1
"5195","K83020",400035,34848.47281,5195,1
"5196","K83021",2402049,238510.36343,5196,1
"5197","K83022",887514,93412.10058,5197,1
"5198","K83023",1255201,129375.95616,5198,1
"5199","K83024",1581275,134220.89527,5199,1
"5200","K83025",1585321,141132.5281,5200,1
"5201","K83026",1941464,185873.61448,5201,1
"5202","K83027",1208494,105540.03887,5202,1
"5203","K83028",1316799,135636.26869,5203,1
"5204","K83029",1588206,140625.01823,5204,1
"5205","K83030",1338857,118791.09311,5205,1
"5206","K83031",862027,84766.54165,5206,1
"5207","K83032",2729216,236917.98862,5207,1
"5208","K83033",376423,31119.48893,5208,1
"5209","K83035",748249,62078.72188,5209,1
"5210","K83036",2087036,184722.41675,5210,1
"5211","K83037",1583449,156222.5949,5211,1
"5212","K83039",1587233,160571.47902,5212,1
"5213","K83040",1263242,115881.60258,5213,1
"5214","K83041",2510008,252672.55023,5214,1
"5215","K83042",1477858,145135.94727,5215,1
"5216","K83043",1928733,174800.62424,5216,1
"5217","K83044",1468962,152315.32678,5217,1
"5218","K83047",2204026,199054.44401,5218,1
"5219","K83048",882267,81851.74761,5219,1
"5220","K83049",870032,94507.83514,5220,1
"5221","K83050",420934,42066.73768,5221,1
"5222","K83051",2315438,201890.40253,5222,1
"5223","K83052",2090254,218420.83167,5223,1
"5224","K83053",391756,44627.74316,5224,1
"5225","K83055",512176,52610.62434,5225,1
"5226","K83056",374061,37723.72968,5226,1
"5227","K83058",535679,54519.88771,5227,1
"5228","K83059",1296092,112478.85341,5228,1
"5229","K83064",1535863,158887.54628,5229,1
"5230","K83065",556724,64036.64063,5230,1
"5231","K83066",1368192,151182.87211,5231,1
"5232","K83068",578782,71857.26865,5232,1
"5233","K83069",363937,32842.05739,5233,1
"5234","K83070",1391220,117596.86309,5234,1
"5235","K83076",449072,40378.25222,5235,1
"5236","K83077",1078361,105487.28596,5236,1
"5237","K83079",425848,46311.58367,5237,1
"5238","K83080",753642,57904.50092,5238,1
"5239","K83081",155631,13041.00478,5239,1
"5240","K83601",630713,64483.1011,5240,1
"5241","K83607",197510,16441.07853,5241,1
"5242","K83610",738793,69750.63414,5242,1
"5243","K83614",706433,62153.08067,5243,1
"5244","K83616",594589,61648.94459,5244,1
"5245","K83618",714296,59802.63246,5245,1
"5246","K83619",391890,33567.69254,5246,1
"5247","K83620",842051,87610.14002,5247,1
"5248","K83621",807962,63987.72885,5248,1
"5249","K83622",1001762,91779.81775,5249,1
"5250","K83624",41202,2923.95559,5250,1
"5251","K83625",391203,42173.71024,5251,1
"5252","K84001",887929,91111.89252,5252,1
"5253","K84002",1829263,193017.34227,5253,1
"5254","K84003",616308,60034.05548,5254,1
"5255","K84004",1853226,156423.27416,5255,1
"5256","K84005",828450,71610.02138,5256,1
"5257","K84006",1543983,159623.79115,5257,1
"5258","K84007",1080699,92756.52592,5258,1
"5259","K84008",1020969,84799.76397,5259,1
"5260","K84009",1320554,121529.65906,5260,1
"5261","K84010",1101826,117946.44037,5261,1
"5262","K84011",1164124,109678.5816,5262,1
"5263","K84012",560567,68992.28753,5263,1
"5264","K84013",950797,86870.15381,5264,1
"5265","K84014",1050340,119868.58644,5265,1
"5266","K84015",322993,44489.91268,5266,1
"5267","K84016",779768,88535.24345,5267,1
"5268","K84017",1556597,147166.1524,5268,1
"5269","K84019",1273538,112676.90885,5269,1
"5270","K84020",983061,85943.35773,5270,1
"5271","K84021",538245,51720.63514,5271,1
"5272","K84022",650893,50363.81034,5272,1
"5273","K84023",866225,62079.82084,5273,1
"5274","K84024",1033871,97247.45144,5274,1
"5275","K84025",819769,87876.65213,5275,1
"5276","K84026",674239,77294.00806,5276,1
"5277","K84027",2200820,227272.09785,5277,1
"5278","K84028",2234380,192996.41105,5278,1
"5279","K84030",844827,78777.48242,5279,1
"5280","K84031",1256962,109703.28245,5280,1
"5281","K84032",931181,83100.50465,5281,1
"5282","K84033",1315277,124889.5453,5282,1
"5283","K84034",319153,37493.306,5283,1
"5284","K84035",937291,94165.34068,5284,1
"5285","K84036",396378,43180.06444,5285,1
"5286","K84037",1812893,189975.07791,5286,1
"5287","K84038",1929434,183550.3844,5287,1
"5288","K84039",899893,98483.5679,5288,1
"5289","K84040",2098378,224973.51202,5289,1
"5290","K84041",1343012,128902.34735,5290,1
"5291","K84042",915541,90815.83209,5291,1
"5292","K84043",1271569,124162.75741,5292,1
"5293","K84044",1474371,136865.76155,5293,1
"5294","K84045",875735,88234.22611,5294,1
"5295","K84046",677725,65351.5604,5295,1
"5296","K84047",831388,72458.06858,5296,1
